learning_rate,batch_size,layer_1,layer_2,layer_3,activation,accuracy,loss,val_accuracy,val_loss,Dataset,Run,epoch
0.0001,256,16,16,0,relu,0.8966833353042603,0.38488495349884033,0.9010999798774719,0.36381644010543823,mnist,2,11
0.0001,256,16,16,0,relu,0.8997666835784912,0.3685271143913269,0.9045000076293945,0.3500367999076843,mnist,2,12
0.0001,256,16,16,0,relu,0.9025333523750305,0.35484734177589417,0.9071000218391418,0.3389718234539032,mnist,2,13
0.0001,256,16,16,0,relu,0.9051666855812073,0.3432590961456299,0.9088000059127808,0.32906612753868103,mnist,2,14
0.0001,256,16,16,0,relu,0.9072499871253967,0.33348238468170166,0.9103999733924866,0.32015496492385864,mnist,2,15
0.0001,256,16,16,0,relu,0.909416675567627,0.32480156421661377,0.9128000140190125,0.31346526741981506,mnist,2,16
0.0001,256,16,16,0,relu,0.9117333292961121,0.3171491026878357,0.9142000079154968,0.3068050444126129,mnist,2,17
0.0001,256,16,16,0,relu,0.9135666489601135,0.3103460371494293,0.9158999919891357,0.30034542083740234,mnist,2,18
0.0001,256,16,16,0,relu,0.9150999784469604,0.30407652258872986,0.9168000221252441,0.2954910099506378,mnist,2,19
0.0001,256,16,16,0,relu,0.9169666767120361,0.29829955101013184,0.9182000160217285,0.2906453311443329,mnist,2,20
0.0001,256,16,16,0,relu,0.2014833390712738,2.1104490756988525,0.27149999141693115,1.9200111627578735,mnist,3,1
0.0001,256,16,16,0,relu,0.3252499997615814,1.787793755531311,0.3785000145435333,1.6543234586715698,mnist,3,2
0.0001,256,16,16,0,relu,0.43966665863990784,1.525091290473938,0.5008000135421753,1.3866029977798462,mnist,3,3
0.0001,256,16,16,0,relu,0.5898666381835938,1.287764549255371,0.6901000142097473,1.167012095451355,mnist,3,4
0.0001,256,16,16,0,relu,0.7151666879653931,1.0884199142456055,0.7531999945640564,0.9779791235923767,mnist,3,5
0.0001,256,16,16,0,relu,0.7637666463851929,0.9133921265602112,0.792900025844574,0.8108662962913513,mnist,3,6
0.0001,256,16,16,0,relu,0.8112166523933411,0.7589514851570129,0.8439000248908997,0.6663908958435059,mnist,3,7
0.0001,256,16,16,0,relu,0.8510500192642212,0.6305553913116455,0.8666999936103821,0.5563021898269653,mnist,3,8
0.0001,256,16,16,0,relu,0.8682500123977661,0.5401512980461121,0.8784000277519226,0.48675912618637085,mnist,3,9
0.0001,256,16,16,0,relu,0.8784000277519226,0.4823732376098633,0.8859999775886536,0.4416406750679016,mnist,3,10
0.0001,256,16,16,0,relu,0.8846166729927063,0.4428991973400116,0.89410001039505,0.41034549474716187,mnist,3,11
0.0001,256,16,16,0,relu,0.8903666734695435,0.41438955068588257,0.8967000246047974,0.3882274031639099,mnist,3,12
0.0001,256,16,16,0,relu,0.893833339214325,0.39308780431747437,0.900600016117096,0.3672615885734558,mnist,3,13
0.0001,256,16,16,0,relu,0.8973000049591064,0.37608885765075684,0.9045000076293945,0.35401999950408936,mnist,3,14
0.0001,256,16,16,0,relu,0.9009000062942505,0.3620971143245697,0.9053000211715698,0.342069149017334,mnist,3,15
0.0001,256,16,16,0,relu,0.9037833213806152,0.35043057799339294,0.9072999954223633,0.33124297857284546,mnist,3,16
0.0001,256,16,16,0,relu,0.9062333106994629,0.3405720293521881,0.9086999893188477,0.32252082228660583,mnist,3,17
0.0001,256,16,16,0,relu,0.9085500240325928,0.33192044496536255,0.9097999930381775,0.31617143750190735,mnist,3,18
0.0001,256,16,16,0,relu,0.9102500081062317,0.3241805136203766,0.9106000065803528,0.3103213608264923,mnist,3,19
0.0001,256,16,16,0,relu,0.9124333262443542,0.31758737564086914,0.9125999808311462,0.30385372042655945,mnist,3,20
0.0001,256,16,16,0,relu,0.287283331155777,2.0796148777008057,0.4309000074863434,1.8138543367385864,mnist,4,1
0.0001,256,16,16,0,relu,0.5024333596229553,1.6103899478912354,0.5753999948501587,1.3958128690719604,mnist,4,2
0.0001,256,16,16,0,relu,0.659766674041748,1.2428970336914062,0.7268000245094299,1.060631513595581,mnist,4,3
0.0001,256,16,16,0,relu,0.7562666535377502,0.945789098739624,0.8015999794006348,0.8007681965827942,mnist,4,4
0.0001,256,16,16,0,relu,0.8138166666030884,0.7301447987556458,0.8453999757766724,0.6254767775535583,mnist,4,5
0.0001,256,16,16,0,relu,0.848883330821991,0.5904037952423096,0.8704000115394592,0.517432689666748,mnist,4,6
0.0001,256,16,16,0,relu,0.8687499761581421,0.504133403301239,0.8859999775886536,0.45015087723731995,mnist,4,7
0.0001,256,16,16,0,relu,0.881516695022583,0.4484890401363373,0.892799973487854,0.4055546522140503,mnist,4,8
0.0001,256,16,16,0,relu,0.8896333575248718,0.41015625,0.8988000154495239,0.3748089671134949,mnist,4,9
0.0001,256,16,16,0,relu,0.8964333534240723,0.3825002610683441,0.902999997138977,0.3518363833427429,mnist,4,10
0.0001,256,16,16,0,relu,0.900866687297821,0.36171162128448486,0.9082000255584717,0.3360748589038849,mnist,4,11
0.0001,256,16,16,0,relu,0.9049666523933411,0.34526515007019043,0.9100000262260437,0.32177942991256714,mnist,4,12
0.0001,256,16,16,0,relu,0.9089000225067139,0.3322731852531433,0.9114000201225281,0.3124455213546753,mnist,4,13
0.0001,256,16,16,0,relu,0.9113166928291321,0.3214608132839203,0.9143000245094299,0.30314359068870544,mnist,4,14
0.0001,256,16,16,0,relu,0.9132333397865295,0.3121889531612396,0.9157999753952026,0.29508286714553833,mnist,4,15
0.0001,256,16,16,0,relu,0.9153000116348267,0.3042440116405487,0.917900025844574,0.28874367475509644,mnist,4,16
0.0001,256,16,16,0,relu,0.916866660118103,0.2972486913204193,0.9185000061988831,0.283261239528656,mnist,4,17
0.0001,256,16,16,0,relu,0.918483316898346,0.29092705249786377,0.919700026512146,0.27936649322509766,mnist,4,18
0.0001,256,16,16,0,relu,0.9199333190917969,0.28546246886253357,0.921500027179718,0.27320194244384766,mnist,4,19
0.0001,256,16,16,0,relu,0.9214166402816772,0.2804144024848938,0.9214000105857849,0.2700212299823761,mnist,4,20
0.025075,512,16,16,0,relu,0.7014833092689514,0.8898523449897766,0.8715000152587891,0.439518541097641,mnist,0,1
0.025075,512,16,16,0,relu,0.8710333108901978,0.436606228351593,0.8881000280380249,0.38568663597106934,mnist,0,2
0.025075,512,16,16,0,relu,0.8932333588600159,0.3697704076766968,0.8734999895095825,0.4141749143600464,mnist,0,3
0.025075,512,16,16,0,relu,0.904283344745636,0.3295891284942627,0.9136999845504761,0.30830323696136475,mnist,0,4
0.025075,512,16,16,0,relu,0.9125666618347168,0.3022693395614624,0.890999972820282,0.39838799834251404,mnist,0,5
0.025075,512,16,16,0,relu,0.9177666902542114,0.2840045690536499,0.8567000031471252,0.5021541714668274,mnist,0,6
0.025075,512,16,16,0,relu,0.9206666946411133,0.27577105164527893,0.8787000179290771,0.40823793411254883,mnist,0,7
0.025075,512,16,16,0,relu,0.9244499802589417,0.2618921995162964,0.9039999842643738,0.3602677881717682,mnist,0,8
0.025075,512,16,16,0,relu,0.9270333051681519,0.25541776418685913,0.9010999798774719,0.3906596004962921,mnist,0,9
0.025075,512,16,16,0,relu,0.9285500049591064,0.24817179143428802,0.9107000231742859,0.3206545412540436,mnist,0,10
0.025075,512,16,16,0,relu,0.9298499822616577,0.24457792937755585,0.8698999881744385,0.4527173936367035,mnist,0,11
0.025075,512,16,16,0,relu,0.931850016117096,0.23783844709396362,0.8909000158309937,0.36852699518203735,mnist,0,12
0.025075,512,16,16,0,relu,0.9322666525840759,0.2330932766199112,0.9230999946594238,0.29168808460235596,mnist,0,13
0.025075,512,16,16,0,relu,0.9333500266075134,0.23289841413497925,0.9203000068664551,0.30178117752075195,mnist,0,14
0.025075,512,16,16,0,relu,0.9344666600227356,0.22900809347629547,0.8909000158309937,0.4040603041648865,mnist,0,15
0.025075,512,16,16,0,relu,0.9347666501998901,0.22582072019577026,0.9175999760627747,0.309554785490036,mnist,0,16
0.025075,512,16,16,0,relu,0.935949981212616,0.22260892391204834,0.9053000211715698,0.3834916353225708,mnist,0,17
0.025075,512,16,16,0,relu,0.9359833598136902,0.2220347821712494,0.9124000072479248,0.31520891189575195,mnist,0,18
0.025075,512,16,16,0,relu,0.9380499720573425,0.21600785851478577,0.9358000159263611,0.22876982390880585,mnist,0,19
0.025075,512,16,16,0,relu,0.9370666742324829,0.21618863940238953,0.9039000272750854,0.343005895614624,mnist,0,20
0.025075,512,16,16,0,relu,0.722599983215332,0.8498005270957947,0.8845000267028809,0.3898684084415436,mnist,1,1
0.025075,512,16,16,0,relu,0.8878833055496216,0.374409556388855,0.8996000289916992,0.3240392208099365,mnist,1,2
0.025075,512,16,16,0,relu,0.9082666635513306,0.3180209994316101,0.8454999923706055,0.5359632968902588,mnist,1,3
0.025075,512,16,16,0,relu,0.9144999980926514,0.29407235980033875,0.8935999870300293,0.37071409821510315,mnist,1,4
0.025075,512,16,16,0,relu,0.9190000295639038,0.27824026346206665,0.9067999720573425,0.350818395614624,mnist,1,5
0.025075,512,16,16,0,relu,0.9244499802589417,0.26254960894584656,0.8774999976158142,0.4609590768814087,mnist,1,6
0.025075,512,16,16,0,relu,0.925849974155426,0.2603292465209961,0.9161999821662903,0.29595884680747986,mnist,1,7
0.025075,512,16,16,0,relu,0.9295666813850403,0.24872057139873505,0.9038000106811523,0.33466216921806335,mnist,1,8
0.025075,512,16,16,0,relu,0.9310833215713501,0.2409537136554718,0.847599983215332,0.5479795932769775,mnist,1,9
0.025075,512,16,16,0,relu,0.9298833608627319,0.2401578724384308,0.9110999703407288,0.32997241616249084,mnist,1,10
0.025075,512,16,16,0,relu,0.9330999851226807,0.23363006114959717,0.9290000200271606,0.27118587493896484,mnist,1,11
0.025075,512,16,16,0,relu,0.9356333613395691,0.2283213585615158,0.8813999891281128,0.40998968482017517,mnist,1,12
0.025075,512,16,16,0,relu,0.9358166456222534,0.22259767353534698,0.9132000207901001,0.3023380935192108,mnist,1,13
0.025075,512,16,16,0,relu,0.9382500052452087,0.2147025614976883,0.9133999943733215,0.36669617891311646,mnist,1,14
0.025075,512,16,16,0,relu,0.9370333552360535,0.21542583405971527,0.9380999803543091,0.2444155216217041,mnist,1,15
0.025075,512,16,16,0,relu,0.9400333166122437,0.2086619883775711,0.8948000073432922,0.395990252494812,mnist,1,16
0.025075,512,16,16,0,relu,0.9406833052635193,0.20798039436340332,0.9171000123023987,0.305767685174942,mnist,1,17
0.025075,512,16,16,0,relu,0.9415000081062317,0.20471011102199554,0.9146999716758728,0.33695679903030396,mnist,1,18
0.025075,512,16,16,0,relu,0.9413833618164062,0.20173396170139313,0.9259999990463257,0.28847119212150574,mnist,1,19
0.025075,512,16,16,0,relu,0.9436833262443542,0.19780483841896057,0.9199000000953674,0.277851402759552,mnist,1,20
0.025075,512,16,16,0,relu,0.7007166743278503,0.9108378887176514,0.7785999774932861,0.6663395166397095,mnist,2,1
0.025075,512,16,16,0,relu,0.8635833263397217,0.4541550278663635,0.9063000082969666,0.3250329792499542,mnist,2,2
0.025075,512,16,16,0,relu,0.885283350944519,0.3866041600704193,0.885200023651123,0.39276137948036194,mnist,2,3
0.025075,512,16,16,0,relu,0.8981500267982483,0.35250455141067505,0.9042999744415283,0.3466210663318634,mnist,2,4
0.025075,512,16,16,0,relu,0.9088333249092102,0.31433045864105225,0.8758000135421753,0.42228466272354126,mnist,2,5
0.025075,512,16,16,0,relu,0.914733350276947,0.2916852533817291,0.8730999827384949,0.45885205268859863,mnist,2,6
0.025075,512,16,16,0,relu,0.9204333424568176,0.27629899978637695,0.8931999802589417,0.39863285422325134,mnist,2,7
0.025075,512,16,16,0,relu,0.9231500029563904,0.26738595962524414,0.9269999861717224,0.263794869184494,mnist,2,8
0.025075,512,16,16,0,relu,0.9261333346366882,0.25419408082962036,0.8982999920845032,0.3602994978427887,mnist,2,9
0.025075,512,16,16,0,relu,0.9277499914169312,0.2510918378829956,0.920799970626831,0.2849368751049042,mnist,2,10
0.025075,512,16,16,0,relu,0.9296000003814697,0.2438984215259552,0.9171000123023987,0.2880524694919586,mnist,2,11
0.025075,512,16,16,0,relu,0.932200014591217,0.2356887310743332,0.9304999709129333,0.2595873177051544,mnist,2,12
0.025075,512,16,16,0,relu,0.9315833449363708,0.23430681228637695,0.8374999761581421,0.6041369438171387,mnist,2,13
0.025075,512,16,16,0,relu,0.9332833290100098,0.234632208943367,0.8866000175476074,0.43766045570373535,mnist,2,14
0.025075,512,16,16,0,relu,0.9337166547775269,0.22971409559249878,0.8981000185012817,0.4027976095676422,mnist,2,15
0.025075,512,16,16,0,relu,0.9343666434288025,0.22668802738189697,0.9309999942779541,0.26615482568740845,mnist,2,16
0.025075,512,16,16,0,relu,0.9349666833877563,0.2266797423362732,0.8992000222206116,0.4095298945903778,mnist,2,17
0.025075,512,16,16,0,relu,0.9365000128746033,0.2234441190958023,0.9179999828338623,0.31313350796699524,mnist,2,18
0.025075,512,16,16,0,relu,0.9358166456222534,0.22131036221981049,0.9266999959945679,0.27699825167655945,mnist,2,19
0.025075,512,16,16,0,relu,0.9370333552360535,0.21785178780555725,0.9312999844551086,0.26958751678466797,mnist,2,20
0.025075,512,16,16,0,relu,0.7150499820709229,0.8635607361793518,0.7903000116348267,0.6838305592536926,mnist,3,1
0.025075,512,16,16,0,relu,0.8650500178337097,0.44023966789245605,0.8892999887466431,0.3939683437347412,mnist,3,2
0.025075,512,16,16,0,relu,0.8918333053588867,0.36506956815719604,0.8726000189781189,0.43956661224365234,mnist,3,3
0.025075,512,16,16,0,relu,0.902483344078064,0.33656856417655945,0.8801000118255615,0.3932243883609772,mnist,3,4
0.025075,512,16,16,0,relu,0.9068166613578796,0.31640031933784485,0.8669999837875366,0.4741073250770569,mnist,3,5
0.025075,512,16,16,0,relu,0.9083166718482971,0.3074679970741272,0.8510000109672546,0.48457515239715576,mnist,3,6
0.025075,512,16,16,0,relu,0.9107333421707153,0.2970886528491974,0.8676000237464905,0.45174193382263184,mnist,3,7
0.025075,512,16,16,0,relu,0.9139166474342346,0.2883853316307068,0.8862000107765198,0.3859437108039856,mnist,3,8
0.025075,512,16,16,0,relu,0.9148499965667725,0.2845355272293091,0.8827999830245972,0.39089155197143555,mnist,3,9
0.025075,512,16,16,0,relu,0.9177500009536743,0.2763538658618927,0.9049000144004822,0.3520219624042511,mnist,3,10
0.025075,512,16,16,0,relu,0.9187666773796082,0.2766377627849579,0.8511000275611877,0.5227094292640686,mnist,3,11
0.025075,512,16,16,0,relu,0.9192500114440918,0.27579742670059204,0.8870000243186951,0.41819268465042114,mnist,3,12
0.025075,512,16,16,0,relu,0.920283317565918,0.26668858528137207,0.9021999835968018,0.3362612724304199,mnist,3,13
0.025075,512,16,16,0,relu,0.9218833446502686,0.2670736610889435,0.8568000197410583,0.4866083562374115,mnist,3,14
0.025075,512,16,16,0,relu,0.92044997215271,0.26555749773979187,0.910099983215332,0.32764047384262085,mnist,3,15
0.025075,512,16,16,0,relu,0.9230666756629944,0.26098117232322693,0.8403000235557556,0.617544949054718,mnist,3,16
0.025075,512,16,16,0,relu,0.9232666492462158,0.261235773563385,0.9162999987602234,0.3092341721057892,mnist,3,17
0.025075,512,16,16,0,relu,0.9229833483695984,0.25834256410598755,0.878600001335144,0.39618778228759766,mnist,3,18
0.025075,512,16,16,0,relu,0.9237833619117737,0.25818708539009094,0.890999972820282,0.39773860573768616,mnist,3,19
0.025075,512,16,16,0,relu,0.9245333075523376,0.255176842212677,0.9192000031471252,0.3056188225746155,mnist,3,20
0.025075,512,16,16,0,relu,0.7078999876976013,0.8899523019790649,0.8237000107765198,0.6244611144065857,mnist,4,1
0.025075,512,16,16,0,relu,0.8798333406448364,0.4174973964691162,0.8730999827384949,0.4519016742706299,mnist,4,2
0.025075,512,16,16,0,relu,0.8959000110626221,0.3623712360858917,0.8978000283241272,0.34353041648864746,mnist,4,3
0.025075,512,16,16,0,relu,0.9026166796684265,0.3359523415565491,0.8883000016212463,0.39256927371025085,mnist,4,4
0.025075,512,16,16,0,relu,0.9072166681289673,0.3196500539779663,0.8924000263214111,0.36599117517471313,mnist,4,5
0.025075,512,16,16,0,relu,0.909583330154419,0.3105575442314148,0.9182999730110168,0.28815215826034546,mnist,4,6
0.025075,512,16,16,0,relu,0.9136499762535095,0.2996155023574829,0.8982999920845032,0.35281386971473694,mnist,4,7
0.025075,512,16,16,0,relu,0.9159333109855652,0.2869162857532501,0.8970999717712402,0.3599840998649597,mnist,4,8
0.025075,512,16,16,0,relu,0.9191666841506958,0.2821933627128601,0.8823999762535095,0.43740829825401306,mnist,4,9
0.025075,512,16,16,0,relu,0.9214000105857849,0.27725863456726074,0.8898000121116638,0.42100033164024353,mnist,4,10
0.025075,512,16,16,0,relu,0.9229000210762024,0.26983627676963806,0.8999000191688538,0.3599814474582672,mnist,4,11
0.025075,512,16,16,0,relu,0.9238499999046326,0.26635822653770447,0.8978999853134155,0.38016900420188904,mnist,4,12
0.025075,512,16,16,0,relu,0.9235666394233704,0.2637624144554138,0.9144999980926514,0.3205617070198059,mnist,4,13
0.025075,512,16,16,0,relu,0.9254999756813049,0.26040342450141907,0.9057999849319458,0.3628564476966858,mnist,4,14
0.025075,512,16,16,0,relu,0.9253333210945129,0.26011204719543457,0.9269999861717224,0.2674921452999115,mnist,4,15
0.025075,512,16,16,0,relu,0.9245499968528748,0.2604929804801941,0.9240999817848206,0.27126744389533997,mnist,4,16
0.025075,512,16,16,0,relu,0.9289833307266235,0.2524482309818268,0.9108999967575073,0.3329705595970154,mnist,4,17
0.025075,512,16,16,0,relu,0.9280166625976562,0.2524460554122925,0.9178000092506409,0.29604053497314453,mnist,4,18
0.025075,512,16,16,0,relu,0.9291166663169861,0.24925446510314941,0.9132999777793884,0.32620474696159363,mnist,4,19
0.025075,512,16,16,0,relu,0.9262499809265137,0.25535133481025696,0.9093999862670898,0.3613080680370331,mnist,4,20
0.050050000000000004,1024,16,16,0,relu,0.46050000190734863,1.908879041671753,0.635699987411499,1.1912364959716797,mnist,0,1
0.050050000000000004,1024,16,16,0,relu,0.7214666604995728,0.8037270903587341,0.7717999815940857,0.6076737642288208,mnist,0,2
0.050050000000000004,1024,16,16,0,relu,0.8101999759674072,0.606995701789856,0.8557000160217285,0.5004883408546448,mnist,0,3
0.050050000000000004,1024,16,16,0,relu,0.8514166474342346,0.5163499712944031,0.8920000195503235,0.37678205966949463,mnist,0,4
0.050050000000000004,1024,16,16,0,relu,0.8667500019073486,0.4639558494091034,0.8659999966621399,0.47712764143943787,mnist,0,5
0.050050000000000004,1024,16,16,0,relu,0.8718166947364807,0.4539964497089386,0.8744000196456909,0.42464032769203186,mnist,0,6
0.050050000000000004,1024,16,16,0,relu,0.8793333172798157,0.42906472086906433,0.8809000253677368,0.4336991608142853,mnist,0,7
0.050050000000000004,1024,16,16,0,relu,0.8847500085830688,0.4202330708503723,0.8881000280380249,0.4503052830696106,mnist,0,8
0.050050000000000004,1024,16,16,0,relu,0.8899999856948853,0.40510323643684387,0.9035000205039978,0.34081196784973145,mnist,0,9
0.050050000000000004,1024,16,16,0,relu,0.8916333317756653,0.39391908049583435,0.9039999842643738,0.38078573346138,mnist,0,10
0.050050000000000004,1024,16,16,0,relu,0.8939666748046875,0.3874763250350952,0.8988000154495239,0.3582989275455475,mnist,0,11
0.050050000000000004,1024,16,16,0,relu,0.9003333449363708,0.36923643946647644,0.8866000175476074,0.4399541914463043,mnist,0,12
0.050050000000000004,1024,16,16,0,relu,0.8965499997138977,0.3837796449661255,0.8826000094413757,0.4050171971321106,mnist,0,13
0.050050000000000004,1024,16,16,0,relu,0.9019666910171509,0.3638589084148407,0.8913999795913696,0.407210111618042,mnist,0,14
0.050050000000000004,1024,16,16,0,relu,0.9022666811943054,0.36589688062667847,0.9053999781608582,0.3552940785884857,mnist,0,15
0.050050000000000004,1024,16,16,0,relu,0.9045000076293945,0.35451027750968933,0.9085000157356262,0.33977487683296204,mnist,0,16
0.050050000000000004,1024,16,16,0,relu,0.901366651058197,0.3748624622821808,0.8784000277519226,0.4462059438228607,mnist,0,17
0.050050000000000004,1024,16,16,0,relu,0.9067166447639465,0.3482632339000702,0.8917999863624573,0.441802054643631,mnist,0,18
0.050050000000000004,1024,16,16,0,relu,0.90420001745224,0.3547792136669159,0.9071999788284302,0.344115674495697,mnist,0,19
0.050050000000000004,1024,16,16,0,relu,0.9051333069801331,0.34998899698257446,0.8838000297546387,0.47011420130729675,mnist,0,20
0.050050000000000004,1024,16,16,0,relu,0.5845666527748108,1.4580057859420776,0.7997000217437744,0.5685858726501465,mnist,1,1
0.050050000000000004,1024,16,16,0,relu,0.7871333360671997,0.6297290921211243,0.8338000178337097,0.4622119665145874,mnist,1,2
0.050050000000000004,1024,16,16,0,relu,0.8208833336830139,0.5355470180511475,0.8411999940872192,0.4862729012966156,mnist,1,3
0.050050000000000004,1024,16,16,0,relu,0.8422166705131531,0.5173918008804321,0.8859000205993652,0.3974400758743286,mnist,1,4
0.050050000000000004,1024,16,16,0,relu,0.8646000027656555,0.462605357170105,0.8715000152587891,0.48029667139053345,mnist,1,5
0.050050000000000004,1024,16,16,0,relu,0.871483325958252,0.44462183117866516,0.8562999963760376,0.4766693711280823,mnist,1,6
0.050050000000000004,1024,16,16,0,relu,0.8771666884422302,0.42332524061203003,0.8967000246047974,0.3686118423938751,mnist,1,7
0.050050000000000004,1024,16,16,0,relu,0.8813666701316833,0.4176631271839142,0.8852999806404114,0.420735239982605,mnist,1,8
0.050050000000000004,1024,16,16,0,relu,0.8847833275794983,0.404816210269928,0.8389999866485596,0.5602178573608398,mnist,1,9
0.050050000000000004,1024,16,16,0,relu,0.8863333463668823,0.3975157141685486,0.8618999719619751,0.49016982316970825,mnist,1,10
